ANEXO IV;;;;;;
Portaria Interministerial MEC/MF nº 14, de 29 de dezembro de 2025;;;;;;
Demonstrativo da Distribuição da Complementação da União-VAAT ao Fundeb no Ano de 2026 (art. 16, incisos V a VII da Lei nº 14.113/2020);;;;;;
UF;Ente Federado;Código IBGE; VAAT anterior à Complementação-VAAT (art. 16, IV) (R$) ;" VAAT com a Complementação da União-VAAT
(art. 16, V) (R$) ";" Complementação da União-VAAT
(art. 16, VI) (R$) ";Indicador de Educação Infantil (IEI) - Percentual da Complementação da União-VAAT vinculado à Educação Infantil (art. 16, VII) (%)
PE;BREJO DA MADRE DE DEUS;2602605; 8.459,50 ; 10.194,38 ; 17.486.463,37 ;53%
PE;BUENOS AIRES;2602704; 8.434,47 ; 10.194,38 ; 4.634.958,44 ;55%
PE;BUIQUE;2602803; 8.262,55 ; 10.194,38 ; 21.529.285,10 ;60%
PE;CABO DE SANTO AGOSTINHO;2602902; 10.875,98 ; 10.875,98 ; -   ;0%
PE;CABROBO;2603009; 7.800,56 ; 10.194,38 ; 16.748.949,95 ;53%
PE;CACHOEIRINHA;2603108; 7.975,11 ; 10.194,38 ; 7.193.366,75 ;59%
PE;CAETES;2603207; 8.170,96 ; 10.194,38 ; 13.270.932,24 ;61%
PE;CALCADO;2603306; 9.650,24 ; 10.194,38 ; 1.172.141,56 ;51%
PE;CALUMBI;2603405; 7.749,11 ; 10.194,38 ; 4.541.739,58 ;51%
PE;CAMARAGIBE;2603454; 10.532,79 ; 10.532,79 ; -   ;0%
PE;CAMOCIM DE SAO FELIX;2603504; 7.865,16 ; 10.194,38 ; 8.202.741,52 ;50%
PE;CAMUTANGA;2603603; 9.544,24 ; 10.194,38 ; 963.172,25 ;56%
PE;CANHOTINHO;2603702; 8.534,23 ; 10.194,38 ; 8.702.775,47 ;53%
PE;CAPOEIRAS;2603801; 7.944,59 ; 10.194,38 ; 10.438.046,08 ;52%
PE;CARNAIBA;2603900; 7.665,44 ; 10.194,38 ; 14.388.224,12 ;48%
PE;CARNAUBEIRA DA PENHA;2603926; 10.559,76 ; 10.559,76 ; -   ;0%
PE;CARPINA;2604007; 8.879,92 ; 10.194,38 ; 13.943.140,34 ;51%
PE;CARUARU;2604106; 8.468,85 ; 10.194,38 ; 114.710.614,06 ;56%
PE;CASINHAS;2604155; 7.556,51 ; 10.194,38 ; 10.418.162,14 ;51%
PE;CATENDE;2604205; 7.993,02 ; 10.194,38 ; 13.363.294,40 ;56%
PE;CEDRO;2604304; 8.086,76 ; 10.194,38 ; 4.884.025,06 ;54%
PE;CHA DE ALEGRIA;2604403; 7.908,00 ; 10.194,38 ; 6.740.699,04 ;56%
PE;CHA GRANDE;2604502; 8.976,84 ; 10.194,38 ; 7.108.118,66 ;57%
PE;CONDADO;2604601; 8.398,89 ; 10.194,38 ; 8.705.411,36 ;57%
PE;CORRENTES;2604700; 8.595,77 ; 10.194,38 ; 5.556.819,46 ;57%
PE;CORTES;2604809; 9.797,45 ; 10.194,38 ; 956.969,28 ;58%
PE;CUMARU;2604908; 7.769,65 ; 10.194,38 ; 10.136.208,91 ;48%
PE;CUPIRA;2605004; 7.295,75 ; 10.194,38 ; 19.995.567,06 ;53%
PE;CUSTODIA;2605103; 9.184,13 ; 10.194,38 ; 8.806.725,40 ;53%
PE;DORMENTES;2605152; 9.124,93 ; 10.194,38 ; 3.943.110,92 ;59%
PE;ESCADA;2605202; 8.618,20 ; 10.194,38 ; 13.685.659,78 ;54%
PE;EXU;2605301; 7.951,99 ; 10.194,38 ; 15.604.440,71 ;58%
PE;FEIRA NOVA;2605400; 8.272,56 ; 10.194,38 ; 8.043.979,75 ;54%
PE;FERREIROS;2605509; 8.989,56 ; 10.194,38 ; 2.438.086,24 ;48%
PE;FLORES;2605608; 7.952,55 ; 10.194,38 ; 8.892.269,00 ;52%
PE;FLORESTA;2605707; 8.744,71 ; 10.194,38 ; 9.031.770,58 ;50%
PE;FREI MIGUELINHO;2605806; 8.668,32 ; 10.194,38 ; 4.171.044,28 ;53%
PE;GAMELEIRA;2605905; 8.745,82 ; 10.194,38 ; 5.975.058,48 ;53%
PE;GARANHUNS;2606002; 8.905,04 ; 10.194,38 ; 28.987.802,06 ;55%
PE;GLORIA DO GOITA;2606101; 8.547,24 ; 10.194,38 ; 8.845.864,50 ;59%
PE;GOIANA;2606200; 11.679,06 ; 11.679,06 ; -   ;0%
PE;GRANITO;2606309; 7.589,58 ; 10.194,38 ; 5.372.819,89 ;58%
PE;GRAVATA;2606408; 9.680,64 ; 10.194,38 ; 5.694.140,82 ;62%
PE;IATI;2606507; 9.137,29 ; 10.194,38 ; 4.255.433,19 ;57%
PE;IBIMIRIM;2606606; 8.284,50 ; 10.194,38 ; 9.049.709,26 ;60%
PE;IBIRAJUBA;2606705; 9.709,90 ; 10.194,38 ; 730.137,34 ;55%
PE;IGARASSU;2606804; 8.744,02 ; 10.194,38 ; 27.570.621,99 ;60%
PE;IGUARACY;2606903; 9.116,50 ; 10.194,38 ; 2.576.811,37 ;47%
PE;ILHA DE ITAMARACA;2607604; 9.832,53 ; 10.194,38 ; 935.517,60 ;60%
PE;INAJA;2607000; 7.765,28 ; 10.194,38 ; 12.727.719,89 ;55%
PE;INGAZEIRA;2607109; 9.233,89 ; 10.194,38 ; 1.161.891,77 ;50%
PE;IPOJUCA;2607208; 15.429,13 ; 15.429,13 ; -   ;0%
PE;IPUBI;2607307; 7.228,46 ; 10.194,38 ; 26.359.900,82 ;52%
PE;ITACURUBA;2607406; 11.085,89 ; 11.085,89 ; -   ;0%
PE;ITAIBA;2607505; 6.904,89 ; 10.194,38 ; 23.197.283,24 ;57%
PE;ITAMBE;2607653; 9.542,24 ; 10.194,38 ; 3.276.922,96 ;55%
PE;ITAPETIM;2607703; 9.316,47 ; 10.194,38 ; 2.416.438,54 ;53%
PE;ITAPISSUMA;2607752; 9.024,42 ; 10.194,38 ; 6.428.062,57 ;56%
PE;ITAQUITINGA;2607802; 11.041,94 ; 11.041,94 ; -   ;0%
PE;JABOATAO DOS GUARARAPES;2607901; 10.158,78 ; 10.194,38 ; 2.619.265,00 ;61%
PE;JAQUEIRA;2607950; 7.951,95 ; 10.194,38 ; 6.422.144,43 ;52%
PE;JATAUBA;2608008; 8.913,12 ; 10.194,38 ; 5.261.109,40 ;51%
PE;JATOBA;2608057; 10.250,49 ; 10.250,49 ; -   ;0%
PE;JOAO ALFREDO;2608107; 7.690,05 ; 10.194,38 ; 15.072.291,13 ;54%
PE;JOAQUIM NABUCO;2608206; 6.587,34 ; 10.194,38 ; 12.603.354,86 ;51%
PE;JUCATI;2608255; 8.659,97 ; 10.194,38 ; 4.841.184,75 ;51%
PE;JUPI;2608305; 7.575,39 ; 10.194,38 ; 13.495.017,44 ;49%
PE;JUREMA;2608404; 7.519,00 ; 10.194,38 ; 10.829.193,54 ;54%
PE;LAGOA DE ITAENGA;2608503; 8.969,43 ; 10.194,38 ; 4.125.563,21 ;51%
PE;LAGOA DO CARRO;2608453; 8.670,92 ; 10.194,38 ; 5.254.427,69 ;50%
PE;LAGOA DO OURO;2608602; 8.501,01 ; 10.194,38 ; 5.156.577,51 ;49%
PE;LAGOA DOS GATOS;2608701; 8.876,54 ; 10.194,38 ; 4.152.528,17 ;55%
PE;LAGOA GRANDE;2608750; 7.252,40 ; 10.194,38 ; 22.273.446,94 ;51%
PE;LAJEDO;2608800; 8.412,10 ; 10.194,38 ; 17.153.069,76 ;53%
PE;LIMOEIRO;2608909; 8.024,15 ; 10.194,38 ; 18.332.821,60 ;54%
PE;MACAPARANA;2609006; 8.645,61 ; 10.194,38 ; 7.420.274,65 ;50%
PE;MACHADOS;2609105; 8.487,30 ; 10.194,38 ; 4.812.458,13 ;50%
PE;MANARI;2609154; 6.762,61 ; 10.194,38 ; 20.652.590,72 ;57%
PE;MARAIAL;2609204; 8.396,88 ; 10.194,38 ; 4.631.321,93 ;53%
PE;MIRANDIBA;2609303; 8.117,43 ; 10.194,38 ; 7.259.035,22 ;51%
PE;MOREILANDIA;2614303; 8.536,27 ; 10.194,38 ; 3.657.620,29 ;49%
PE;MORENO;2609402; 9.508,83 ; 10.194,38 ; 4.979.898,87 ;62%
PE;NAZARE DA MATA;2609501; 9.098,55 ; 10.194,38 ; 3.831.778,65 ;53%
PE;OLINDA;2609600; 10.386,66 ; 10.386,66 ; -   ;0%
PE;OROBO;2609709; 8.361,26 ; 10.194,38 ; 9.905.054,15 ;52%
PE;OROCO;2609808; 7.917,25 ; 10.194,38 ; 9.096.771,16 ;53%
PE;OURICURI;2609907; 8.814,35 ; 10.194,38 ; 14.928.947,59 ;62%
PE;PALMARES;2610004; 8.182,87 ; 10.194,38 ; 18.924.513,98 ;55%
PE;PALMEIRINA;2610103; 9.186,73 ; 10.194,38 ; 1.537.974,21 ;54%
PE;PANELAS;2610202; 8.671,06 ; 10.194,38 ; 10.921.983,35 ;53%
PE;PARANATAMA;2610301; 8.982,13 ; 10.194,38 ; 3.801.212,74 ;62%
PE;PARNAMIRIM;2610400; 7.981,58 ; 10.194,38 ; 9.577.645,30 ;56%
PE;PASSIRA;2610509; 8.653,40 ; 10.194,38 ; 7.554.611,61 ;54%
PE;PAUDALHO;2610608; 7.830,20 ; 10.194,38 ; 26.764.799,45 ;56%
PE;PAULISTA;2610707; 9.166,01 ; 10.194,38 ; 29.126.814,64 ;60%
PE;PEDRA;2610806; 8.090,81 ; 10.194,38 ; 8.345.199,40 ;54%
PE;Pernambuco;26; 11.056,87 ; 11.056,87 ; -   ;0%
PE;PESQUEIRA;2610905; 8.410,80 ; 10.194,38 ; 21.874.275,01 ;52%
PE;PETROLANDIA;2611002; 8.466,16 ; 10.194,38 ; 13.943.525,21 ;59%
PE;PETROLINA;2611101; 7.659,91 ; 10.194,38 ; 214.856.296,65 ;50%
PE;POCAO;2611200; 8.982,26 ; 10.194,38 ; 2.875.024,35 ;54%
PE;POMBOS;2611309; 10.259,98 ; 10.259,98 ; -   ;0%
PE;PRIMAVERA;2611408; 8.980,20 ; 10.194,38 ; 2.750.514,31 ;52%
PE;QUIPAPA;2611507; 8.692,00 ; 10.194,38 ; 6.087.333,03 ;56%
PE;QUIXABA;2611533; 7.937,76 ; 10.194,38 ; 5.798.469,94 ;55%
PE;RECIFE;2611606; 13.401,40 ; 13.401,40 ; -   ;0%
PE;RIACHO DAS ALMAS;2611705; 7.766,97 ; 10.194,38 ; 13.202.171,44 ;52%
PE;RIBEIRAO;2611804; 9.670,99 ; 10.194,38 ; 2.755.954,80 ;50%
PE;RIO FORMOSO;2611903; 8.582,07 ; 10.194,38 ; 9.126.207,71 ;48%
PE;SAIRE;2612000; 9.082,39 ; 10.194,38 ; 2.170.383,14 ;53%
PE;SALGADINHO;2612109; 10.439,51 ; 10.439,51 ; -   ;0%
PE;SALGUEIRO;2612208; 8.442,24 ; 10.194,38 ; 19.820.342,73 ;54%
PE;SALOA;2612307; 8.146,40 ; 10.194,38 ; 7.542.609,30 ;56%
PE;SANHARO;2612406; 8.143,77 ; 10.194,38 ; 8.745.122,24 ;47%
PE;SANTA CRUZ;2612455; 8.678,24 ; 10.194,38 ; 5.903.423,07 ;48%
PE;SANTA CRUZ DA BAIXA VERDE;2612471; 8.543,43 ; 10.194,38 ; 4.246.272,82 ;56%
PE;SANTA CRUZ DO CAPIBARIBE;2612505; 8.181,59 ; 10.194,38 ; 38.017.724,07 ;55%
PE;SANTA FILOMENA;2612554; 8.450,69 ; 10.194,38 ; 5.303.275,21 ;59%
PE;SANTA MARIA DA BOA VISTA;2612604; 7.306,02 ; 10.194,38 ; 33.265.932,23 ;52%
PE;SANTA MARIA DO CAMBUCA;2612703; 8.585,07 ; 10.194,38 ; 4.463.540,40 ;56%
PE;SANTA TEREZINHA;2612802; 9.437,18 ; 10.194,38 ; 1.600.159,22 ;61%
PE;SAO BENEDITO DO SUL;2612901; 9.051,24 ; 10.194,38 ; 2.763.219,40 ;51%
PE;SAO BENTO DO UNA;2613008; 8.368,74 ; 10.194,38 ; 20.087.046,69 ;58%
PE;SAO CAITANO;2613107; 8.163,58 ; 10.194,38 ; 13.616.805,18 ;59%
PE;SAO JOAO;2613206; 8.583,64 ; 10.194,38 ; 8.579.935,68 ;55%
PE;SAO JOAQUIM DO MONTE;2613305; 8.675,44 ; 10.194,38 ; 6.417.364,23 ;56%
PE;SAO JOSE DA COROA GRANDE;2613404; 8.260,62 ; 10.194,38 ; 9.546.709,30 ;55%
PE;SAO JOSE DO BELMONTE;2613503; 8.643,01 ; 10.194,38 ; 10.117.929,89 ;59%
PE;SAO JOSE DO EGITO;2613602; 7.844,10 ; 10.194,38 ; 14.430.077,59 ;48%
PE;SAO LOURENCO DA MATA;2613701; 8.082,78 ; 10.194,38 ; 33.729.714,23 ;59%
PE;SAO VICENTE FERRER;2613800; 8.800,07 ; 10.194,38 ; 4.505.933,58 ;57%
PE;SERRA TALHADA;2613909; 8.630,63 ; 10.194,38 ; 24.625.919,06 ;57%
PE;SERRITA;2614006; 8.083,69 ; 10.194,38 ; 10.318.569,69 ;51%
PE;SERTANIA;2614105; 8.495,87 ; 10.194,38 ; 9.633.485,08 ;56%
PE;SIRINHAEM;2614204; 9.431,84 ; 10.194,38 ; 6.070.729,91 ;51%
PE;SOLIDAO;2614402; 8.624,40 ; 10.194,38 ; 2.696.891,47 ;55%
PE;SURUBIM;2614501; 7.628,02 ; 10.194,38 ; 23.627.214,85 ;54%
PE;TABIRA;2614600; 8.345,59 ; 10.194,38 ; 10.620.747,86 ;57%
PE;TACAIMBO;2614709; 9.832,66 ; 10.194,38 ; 800.885,15 ;53%
PE;TACARATU;2614808; 9.340,87 ; 10.194,38 ; 3.583.293,85 ;52%
PE;TAMANDARE;2614857; 9.700,93 ; 10.194,38 ; 2.607.027,95 ;56%
PE;TAQUARITINGA DO NORTE;2615003; 9.051,54 ; 10.194,38 ; 5.351.651,71 ;55%
PE;TEREZINHA;2615102; 8.777,15 ; 10.194,38 ; 2.666.906,73 ;55%
PE;TERRA NOVA;2615201; 8.491,53 ; 10.194,38 ; 3.878.786,77 ;50%
PE;TIMBAUBA;2615300; 9.650,71 ; 10.194,38 ; 3.728.789,07 ;51%
PE;TORITAMA;2615409; 7.896,13 ; 10.194,38 ; 23.331.820,19 ;51%
PE;TRACUNHAEM;2615508; 8.573,87 ; 10.194,38 ; 3.694.597,87 ;50%
PE;TRINDADE;2615607; 7.746,27 ; 10.194,38 ; 17.483.931,07 ;52%
PE;TRIUNFO;2615706; 8.777,69 ; 10.194,38 ; 4.745.407,56 ;49%
PE;TUPANATINGA;2615805; 8.286,75 ; 10.194,38 ; 11.481.919,72 ;56%
PE;TUPARETAMA;2615904; 7.713,61 ; 10.194,38 ; 4.949.453,54 ;53%
PE;VENTUROSA;2616001; 8.674,89 ; 10.194,38 ; 4.857.465,94 ;56%
PE;VERDEJANTE;2616100; 8.754,86 ; 10.194,38 ; 3.210.612,44 ;54%
PE;VERTENTE DO LERIO;2616183; 7.616,07 ; 10.194,38 ; 6.137.356,26 ;50%
PE;VERTENTES;2616209; 8.111,37 ; 10.194,38 ; 8.671.171,47 ;55%
PE;VICENCIA;2616308; 7.925,57 ; 10.194,38 ; 14.204.847,83 ;54%
PE;VITORIA DE SANTO ANTAO;2616407; 9.112,22 ; 10.194,38 ; 20.467.227,57 ;60%
PE;XEXEU;2616506; 8.098,64 ; 10.194,38 ; 8.625.964,59 ;49%
PI;ACAUA;2200053; 6.986,30 ; 10.194,38 ; 5.946.250,49 ;54%
PI;AGRICOLANDIA;2200103; 7.094,01 ; 10.194,38 ; 5.163.168,95 ;46%
PI;AGUA BRANCA;2200202; 7.394,04 ; 10.194,38 ; 13.758.206,94 ;52%
PI;ALAGOINHA DO PIAUI;2200251; 6.408,60 ; 10.194,38 ; 5.130.546,31 ;47%
PI;ALEGRETE DO PIAUI;2200277; 7.578,04 ; 10.194,38 ; 3.799.145,51 ;47%
PI;ALTO LONGA;2200301; 7.413,74 ; 10.194,38 ; 7.622.328,66 ;51%
PI;ALTOS;2200400; 6.636,16 ; 10.194,38 ; 50.004.472,69 ;55%
PI;ALVORADA DO GURGUEIA;2200459; 8.023,17 ; 10.194,38 ; 3.614.212,03 ;56%
PI;AMARANTE;2200509; 7.197,87 ; 10.194,38 ; 17.125.928,56 ;52%
PI;ANGICAL DO PIAUI;2200608; 5.189,67 ; 10.194,38 ; 11.334.414,85 ;46%
PI;ANISIO DE ABREU;2200707; 7.384,37 ; 10.194,38 ; 8.546.458,23 ;45%
PI;ANTONIO ALMEIDA;2200806; 8.875,60 ; 10.194,38 ; 1.353.071,81 ;50%
PI;AROAZES;2200905; 7.645,80 ; 10.194,38 ; 4.011.147,57 ;54%
PI;AROEIRAS DO ITAIM;2200954; 6.717,59 ; 10.194,38 ; 4.413.489,37 ;52%
PI;ARRAIAL;2201002; 7.131,11 ; 10.194,38 ; 5.578.798,36 ;36%
PI;ASSUNCAO DO PIAUI;2201051; 7.814,84 ; 10.194,38 ; 6.818.788,62 ;49%
PI;AVELINO LOPES;2201101; 7.697,25 ; 10.194,38 ; 7.597.017,47 ;53%
PI;BAIXA GRANDE DO RIBEIRO;2201150; 7.482,76 ; 10.194,38 ; 16.794.299,75 ;46%
PI;BARRA DALCANTARA;2201176; 8.199,81 ; 10.194,38 ; 2.041.988,90 ;53%
PI;BARRAS;2201200; 6.501,99 ; 10.194,38 ; 67.896.577,90 ;49%
PI;BARREIRAS DO PIAUI;2201309; 8.968,00 ; 10.194,38 ; 1.106.402,18 ;53%
PI;BARRO DURO;2201408; 8.556,35 ; 10.194,38 ; 2.341.094,59 ;51%
PI;BATALHA;2201507; 7.573,53 ; 10.194,38 ; 16.970.753,94 ;54%
PI;BELA VISTA DO PIAUI;2201556; 6.286,00 ; 10.194,38 ; 4.842.068,59 ;55%
PI;BELEM DO PIAUI;2201572; 8.259,44 ; 10.194,38 ; 2.906.307,94 ;34%
PI;BENEDITINOS;2201606; 7.252,52 ; 10.194,38 ; 10.814.941,28 ;51%
PI;BERTOLINIA;2201705; 8.170,70 ; 10.194,38 ; 3.546.158,99 ;47%
PI;BETANIA DO PIAUI;2201739; 6.261,12 ; 10.194,38 ; 11.028.632,55 ;50%
PI;BOA HORA;2201770; 7.860,43 ; 10.194,38 ; 4.799.520,71 ;54%
PI;BOCAINA;2201804; 9.141,25 ; 10.194,38 ; 809.918,13 ;54%
PI;BOM JESUS;2201903; 7.297,30 ; 10.194,38 ; 27.185.518,63 ;52%
PI;BOM PRINCIPIO DO PIAUI;2201919; 7.833,84 ; 10.194,38 ; 3.996.660,98 ;56%
PI;BONFIM DO PIAUI;2201929; 8.236,91 ; 10.194,38 ; 2.889.622,87 ;56%
PI;BOQUEIRAO DO PIAUI;2201945; 7.414,32 ; 10.194,38 ; 5.264.383,91 ;45%
PI;BRASILEIRA;2201960; 7.481,24 ; 10.194,38 ; 7.562.738,91 ;51%
PI;BREJO DO PIAUI;2201988; 7.777,18 ; 10.194,38 ; 3.178.831,66 ;50%
PI;BURITI DOS LOPES;2202000; 6.985,14 ; 10.194,38 ; 21.683.222,98 ;55%
PI;BURITI DOS MONTES;2202026; 7.267,44 ; 10.194,38 ; 10.550.650,64 ;46%
PI;CABECEIRAS DO PIAUI;2202059; 6.723,87 ; 10.194,38 ; 11.707.833,17 ;48%
PI;CAJAZEIRAS DO PIAUI;2202075; 7.748,13 ; 10.194,38 ; 2.719.212,96 ;38%
PI;CAJUEIRO DA PRAIA;2202083; 7.044,68 ; 10.194,38 ; 9.166.160,15 ;46%
PI;CALDEIRAO GRANDE DO PIAUI;2202091; 8.488,49 ; 10.194,38 ; 2.845.901,28 ;46%
PI;CAMPINAS DO PIAUI;2202109; 10.431,66 ; 10.431,66 ; -   ;0%
PI;CAMPO ALEGRE DO FIDALGO;2202117; 7.006,14 ; 10.194,38 ; 6.158.084,14 ;39%
PI;CAMPO GRANDE DO PIAUI;2202133; 6.941,21 ; 10.194,38 ; 5.754.250,13 ;55%
PI;CAMPO LARGO DO PIAUI;2202174; 7.057,84 ; 10.194,38 ; 10.492.418,48 ;32%
PI;CAMPO MAIOR;2202208; 8.151,55 ; 10.194,38 ; 24.766.826,87 ;53%
PI;CANAVIEIRA;2202251; 8.958,36 ; 10.194,38 ; 1.100.476,57 ;52%
PI;CANTO DO BURITI;2202307; 7.190,85 ; 10.194,38 ; 13.686.369,13 ;55%
PI;CAPITAO DE CAMPOS;2202406; 7.636,80 ; 10.194,38 ; 9.658.097,77 ;49%
PI;CAPITAO GERVASIO OLIVEIRA;2202455; 10.114,19 ; 10.194,38 ; 83.781,70 ;51%
PI;CARACOL;2202505; 8.155,94 ; 10.194,38 ; 7.046.688,37 ;53%
PI;CARAUBAS DO PIAUI;2202539; 8.290,95 ; 10.194,38 ; 3.154.066,00 ;53%
PI;CARIDADE DO PIAUI;2202554; 6.231,54 ; 10.194,38 ; 10.658.076,55 ;33%
PI;CASTELO DO PIAUI;2202604; 6.562,38 ; 10.194,38 ; 21.208.577,15 ;53%
PI;CAXINGO;2202653; 6.811,79 ; 10.194,38 ; 6.927.886,30 ;49%
PI;COCAL;2202703; 6.269,21 ; 10.194,38 ; 33.196.607,06 ;54%
PI;COCAL DE TELHA;2202711; 7.748,01 ; 10.194,38 ; 4.484.821,28 ;53%
PI;COCAL DOS ALVES;2202729; 6.042,95 ; 10.194,38 ; 8.600.910,59 ;55%
PI;COIVARAS;2202737; 7.760,55 ; 10.194,38 ; 3.536.284,91 ;56%
PI;COLONIA DO GURGUEIA;2202752; 7.814,31 ; 10.194,38 ; 4.913.992,87 ;45%
PI;COLONIA DO PIAUI;2202778; 7.200,56 ; 10.194,38 ; 6.230.147,40 ;44%
PI;CONCEICAO DO CANINDE;2202802; 6.835,72 ; 10.194,38 ; 5.168.258,21 ;46%
PI;CORONEL JOSE DIAS;2202851; 5.566,87 ; 10.194,38 ; 7.355.446,45 ;46%
PI;CORRENTE;2202901; 8.171,11 ; 10.194,38 ; 12.712.794,05 ;54%
PI;CRISTALANDIA DO PIAUI;2203008; 6.537,56 ; 10.194,38 ; 9.459.205,27 ;50%
PI;CRISTINO CASTRO;2203107; 6.770,37 ; 10.194,38 ; 12.673.090,63 ;51%
PI;CURIMATA;2203206; 6.791,12 ; 10.194,38 ; 12.432.326,94 ;46%
PI;CURRAIS;2203230; 7.533,43 ; 10.194,38 ; 6.997.658,23 ;32%
PI;CURRAL NOVO DO PIAUI;2203271; 6.322,38 ; 10.194,38 ; 9.199.705,97 ;40%
PI;CURRALINHOS;2203255; 7.320,49 ; 10.194,38 ; 4.848.748,23 ;48%
PI;DEMERVAL LOBAO;2203305; 7.159,84 ; 10.194,38 ; 16.419.125,81 ;54%
PI;DIRCEU ARCOVERDE;2203354; 7.763,98 ; 10.194,38 ; 6.521.299,08 ;53%
PI;DOM EXPEDITO LOPES;2203404; 7.010,79 ; 10.194,38 ; 5.391.498,99 ;52%
PI;DOM INOCENCIO;2203453; 7.618,46 ; 10.194,38 ; 6.440.549,92 ;46%
PI;DOMINGOS MOURAO;2203420; 7.600,13 ; 10.194,38 ; 4.715.286,97 ;48%
PI;ELESBAO VELOSO;2203503; 8.259,58 ; 10.194,38 ; 4.858.384,84 ;52%
PI;ELISEU MARTINS;2203602; 8.117,80 ; 10.194,38 ; 1.946.779,08 ;51%
PI;ESPERANTINA;2203701; 6.854,63 ; 10.194,38 ; 39.813.673,51 ;53%
PI;FARTURA DO PIAUI;2203750; 7.143,50 ; 10.194,38 ; 7.001.583,04 ;42%
PI;FLORES DO PIAUI;2203800; 6.880,10 ; 10.194,38 ; 4.251.982,20 ;52%
PI;FLORESTA DO PIAUI;2203859; 8.233,79 ; 10.194,38 ; 1.710.095,89 ;36%
PI;FLORIANO;2203909; 7.913,14 ; 10.194,38 ; 25.294.376,68 ;54%
PI;FRANCINOPOLIS;2204006; 7.783,77 ; 10.194,38 ; 3.338.106,71 ;49%
PI;FRANCISCO AYRES;2204105; 8.631,76 ; 10.194,38 ; 1.614.760,66 ;52%
PI;FRANCISCO MACEDO;2204154; 7.212,09 ; 10.194,38 ; 3.438.666,39 ;32%
PI;FRANCISCO SANTOS;2204204; 6.592,50 ; 10.194,38 ; 6.679.351,83 ;47%
PI;FRONTEIRAS;2204303; 6.773,48 ; 10.194,38 ; 9.924.174,70 ;49%
PI;GEMINIANO;2204352; 4.642,18 ; 10.194,38 ; 11.675.224,23 ;52%
PI;GILBUES;2204402; 7.270,55 ; 10.194,38 ; 10.999.932,40 ;50%
PI;GUADALUPE;2204501; 7.664,07 ; 10.194,38 ; 7.831.368,03 ;50%
PI;GUARIBAS;2204550; 7.686,29 ; 10.194,38 ; 4.273.368,04 ;32%
PI;HUGO NAPOLEAO;2204600; 7.572,18 ; 10.194,38 ; 2.733.184,54 ;45%
PI;ILHA GRANDE;2204659; 8.081,18 ; 10.194,38 ; 5.055.982,86 ;55%
PI;INHUMA;2204709; 6.909,87 ; 10.194,38 ; 9.684.431,70 ;53%
PI;IPIRANGA DO PIAUI;2204808; 6.197,85 ; 10.194,38 ; 11.720.313,29 ;47%
PI;ISAIAS COELHO;2204907; 6.997,72 ; 10.194,38 ; 7.312.356,99 ;56%
PI;ITAINOPOLIS;2205003; 6.899,14 ; 10.194,38 ; 7.570.033,56 ;54%
PI;ITAUEIRA;2205102; 9.194,27 ; 10.194,38 ; 1.598.678,74 ;59%
PI;JACOBINA DO PIAUI;2205151; 7.786,46 ; 10.194,38 ; 7.351.636,38 ;35%
PI;JAICOS;2205201; 7.574,74 ; 10.194,38 ; 10.509.260,22 ;53%
PI;JARDIM DO MULATO;2205250; 8.373,77 ; 10.194,38 ; 2.049.000,36 ;56%
PI;JATOBA DO PIAUI;2205276; 5.954,43 ; 10.194,38 ; 7.941.661,74 ;55%
PI;JERUMENHA;2205300; 7.622,80 ; 10.194,38 ; 3.399.220,47 ;53%
PI;JOAO COSTA;2205359; 7.225,77 ; 10.194,38 ; 2.811.150,18 ;60%
PI;JOAQUIM PIRES;2205409; 7.657,22 ; 10.194,38 ; 9.789.410,77 ;54%
PI;JOCA MARQUES;2205458; 6.161,74 ; 10.194,38 ; 10.793.027,98 ;42%
PI;JOSE DE FREITAS;2205508; 7.414,89 ; 10.194,38 ; 25.542.453,87 ;56%
PI;JUAZEIRO DO PIAUI;2205516; 6.817,94 ; 10.194,38 ; 6.575.223,57 ;48%
PI;JULIO BORGES;2205524; 7.105,48 ; 10.194,38 ; 6.489.132,07 ;44%
PI;JUREMA;2205532; 9.552,32 ; 10.194,38 ; 897.235,74 ;52%
PI;LAGOA ALEGRE;2205557; 6.768,86 ; 10.194,38 ; 11.495.776,74 ;57%
PI;LAGOA DE SAO FRANCISCO;2205573; 7.011,56 ; 10.194,38 ; 7.757.335,67 ;52%
PI;LAGOA DO BARRO DO PIAUI;2205565; 12.220,88 ; 12.220,88 ; -   ;0%
PI;LAGOA DO PIAUI;2205581; 6.238,46 ; 10.194,38 ; 6.722.442,30 ;49%
PI;LAGOA DO SITIO;2205599; 8.716,21 ; 10.194,38 ; 1.709.577,96 ;44%
PI;LAGOINHA DO PIAUI;2205540; 8.466,06 ; 10.194,38 ; 1.381.480,57 ;54%
PI;LANDRI SALES;2205607; 8.298,41 ; 10.194,38 ; 3.756.837,60 ;51%
PI;LUIS CORREIA;2205706; 7.818,03 ; 10.194,38 ; 17.064.384,93 ;55%
PI;LUZILANDIA;2205805; 7.873,79 ; 10.194,38 ; 18.751.212,78 ;50%
PI;MADEIRO;2205854; 9.232,84 ; 10.194,38 ; 2.766.117,49 ;50%
PI;MANOEL EMIDIO;2205904; 5.829,02 ; 10.194,38 ; 7.250.088,46 ;43%
